Timestamp; Orders ; Extracted; Remaining
439631;1000;114;0
440632;1000;245;0
441637;1000;214;0
442639;1000;439;0
443651;1000;383;0
444662;1000;125;0
445674;1000;214;0
446689;1000;205;0
447699;1000;171;0
448711;1000;268;0
449711;1000;214;0
450726;1000;274;0
451736;1000;402;0
452741;1000;101;0
453753;1000;91;0
454766;1000;365;0
455778;1000;317;0
456791;1000;416;0
457800;1000;117;0
458814;1000;297;0
459826;1000;375;0
460832;1000;146;0
461833;1000;358;0
462846;1000;63;0
463855;1000;126;0
464858;1000;273;0
465864;1000;146;0
466873;1000;238;0
467887;1000;89;0
468898;1000;209;0
469908;1000;260;0
470914;1000;123;0
471915;1000;74;0
472928;1000;154;0
473928;1000;91;0
474938;1000;262;0
475939;1000;340;0
476945;1000;277;0
477953;1000;252;0
478966;1000;83;0
479980;1000;284;0
480996;1000;371;0
481996;1000;166;0
482999;1000;180;0
484003;1000;304;0
485016;1000;160;0
486029;1000;104;0
487044;1000;431;0
488054;1000;196;0
489068;1000;729;0
490070;1000;177;0
491082;1000;316;0
492094;1000;212;0
493108;1000;178;0
494122;1000;734;0
495133;1000;81;0
496143;1000;89;0
497154;1000;204;0
498166;1000;121;0
499178;1000;517;0
500191;1000;434;0
501193;1000;183;0
502207;1000;420;0
503215;1000;129;0
504228;1000;225;0
505237;1000;112;0
506251;1000;318;0
507265;1000;277;0
508272;1000;256;0
509283;1000;71;0
510285;1000;209;0
511287;1000;93;0
512298;1000;138;0
513309;1000;61;0
514320;1000;78;0
515331;1000;328;0
516345;1000;432;0
517358;1000;53;0
518372;1000;147;0
519383;1000;262;0
520383;1000;289;0
521384;1000;159;0
522395;1000;97;0
523409;1000;491;0
524411;1000;233;0
525425;1000;177;0
526438;1000;171;0
527452;1000;212;0
528463;1000;189;0
529472;1000;61;0
530485;1000;293;0
531497;1000;394;0
532501;1000;275;0
533511;1000;418;0
534519;1000;341;0
535525;1000;640;0
536525;1000;1000;0
537528;1000;1000;0
538538;1000;1000;0
539541;1000;1000;0
540553;1000;904;0
541557;1000;1000;0
542560;1000;1000;0
543567;1000;1000;0
544573;1000;1000;0
545575;1000;1000;0
546588;1000;1000;0
547602;1000;1000;0
548614;1000;1000;0
549628;1000;1000;0
550642;1000;1000;0
551658;1000;1000;0
552669;1000;1000;0
553681;1000;1000;0
554689;1000;1000;0
555704;1000;1000;0
556719;1000;1000;0
557734;1000;1000;0
558743;1000;1000;0
559754;1000;1000;0
560766;1000;1000;0
561781;1000;1000;0
562790;1000;1000;0
563790;1000;1000;0
564803;1000;1000;0
565815;1000;1000;0
566825;1000;1000;0
567836;1000;1000;0
568844;1000;1000;0
569854;1000;1000;0
570864;1000;1000;0
571879;1000;1000;0
572890;1000;1000;0
573905;1000;1000;0
574918;1000;1000;0
575925;1000;1000;0
576937;1000;1000;0
577944;1000;1000;0
578945;1000;1000;0
579957;1000;1000;0
580957;1000;1000;0
581959;1000;1000;0
582959;1000;1000;0
583970;1000;1000;0
584979;1000;1000;0
585990;1000;1000;0
587002;1000;1000;0
588016;1000;1000;0
589024;1000;1000;0
590040;1000;1000;0
591054;1000;1000;0
592069;1000;1000;0
593083;1000;1000;0
594086;1000;1000;0
595098;1000;1000;0
596109;1000;1000;0
597123;1000;1000;0
598137;1000;1000;0
599152;1000;1000;0
600165;1000;1000;0
601175;1000;1000;0
602189;1000;1000;0
603203;1000;1000;0
604210;1000;1000;0
605225;1000;1000;0
606237;1000;1000;0
607251;1000;1000;0
608266;1000;1000;0
609280;1000;1000;0
610289;1000;1000;0
611300;1000;1000;0
612309;1000;1000;0
613311;1000;1000;0
614323;1000;1000;0
615336;1000;1000;0
616345;1000;1000;0
617351;1000;1000;0
618356;1000;1000;0
619366;1000;1000;0
620367;1000;1000;0
621369;1000;1000;0
622381;1000;1000;0
623393;1000;1000;0
624407;1000;1000;0
625422;1000;1000;0
626427;1000;1000;0
627438;1000;1000;0
628453;1000;1000;0
629460;1000;1000;0
630473;1000;1000;0
631488;1000;1000;0
632503;1000;1000;0
633517;1000;1000;0
634528;1000;1000;0
635540;1000;1000;0
636554;1000;1000;0
637568;1000;1000;0
638581;1000;1000;0
639596;1000;1000;0
640609;1000;1000;0
641619;1000;1000;0
642632;1000;1000;0
643641;1000;1000;0
644648;1000;1000;0
645657;1000;1000;0
646664;1000;1000;0
647680;1000;1000;0
648684;1000;1000;0
649687;1000;1000;0
650685;1000;1000;0
651688;1000;1000;0
652702;1000;1000;0
653706;1000;1000;0
654708;1000;1000;0
655723;1000;1000;0
656737;1000;1000;0
657741;1000;1000;0
658740;1000;1000;0
659746;1000;1000;0
660746;1000;1000;0
661757;1000;1000;0
662757;1000;1000;0
663768;1000;1000;0
664784;1000;1000;0
665796;1000;1000;0
666802;1000;1000;0
667807;1000;1000;0
668822;1000;1000;0
669833;1000;1000;0
670847;1000;1000;0
671849;1000;1000;0
672861;1000;1000;0
673871;1000;1000;0
674879;1000;1000;0
675894;1000;1000;0
676908;1000;1000;0
677919;1000;1000;0
678932;1000;1000;0
679944;1000;1000;0
680958;1000;1000;0
681959;1000;1000;0
682961;1000;1000;0
683968;1000;1000;0
684970;1000;1000;0
685980;1000;1000;0
686981;1000;1000;0
687983;1000;1000;0
688990;1000;1000;0
689997;1000;1000;0
691009;1000;1000;0
692023;1000;1000;0
693024;1000;1000;0
694032;1000;1000;0
695033;1000;1000;0
696046;1000;1000;0
697057;1000;1000;0
698057;1000;1000;0
699069;1000;1000;0
700083;1000;1000;0
701084;1000;1000;0
702096;1000;1000;0
703105;1000;1000;0
704114;1000;1000;0
705116;1000;1000;0
706127;1000;1000;0
707141;1000;1000;0
708154;1000;1000;0
709168;1000;1000;0
710185;1000;1000;0
711186;1000;1000;0
712195;1000;1000;0
713207;1000;1000;0
714221;1000;1000;0
715223;1000;1000;0
716238;1000;1000;0
717249;1000;1000;0
718264;1000;1000;0
719277;1000;1000;0
720287;1000;1000;0
721297;1000;1000;0
722299;1000;1000;0
723313;1000;1000;0
724326;1000;1000;0
725327;1000;1000;0
726340;1000;1000;0
727352;1000;1000;0
728362;1000;1000;0
729377;1000;1000;0
730388;1000;1000;0
731401;1000;1000;0
732416;1000;1000;0
733425;1000;1000;0
734435;1000;1000;0
735442;1000;1000;0
736454;1000;1000;0
737468;1000;1000;0
738468;1000;1000;0
739480;1000;1000;0
740488;1000;1000;0
741494;1000;1000;0
742506;1000;1000;0
743520;1000;1000;0
744532;1000;1000;0
745542;1000;1000;0
746557;1000;1000;0
747556;1000;1000;0
748568;1000;1000;0
749582;1000;1000;0
750594;1000;1000;0
751595;1000;1000;0
752595;1000;1000;0
753608;1000;1000;0
754617;1000;1000;0
755629;1000;1000;0
756638;1000;1000;0
757653;1000;1000;0
758661;1000;1000;0
759677;1000;1000;0
760690;1000;1000;0
761700;1000;1000;0
762712;1000;1000;0
763713;1000;1000;0
764717;1000;1000;0
765718;1000;1000;0
766726;1000;1000;0
767736;1000;1000;0
768739;1000;1000;0
769749;1000;1000;0
770764;1000;1000;0
771766;1000;1000;0
772781;1000;1000;0
773783;1000;1000;0
774788;1000;1000;0
775803;1000;1000;0
776805;1000;1000;0
777817;1000;1000;0
778828;1000;1000;0
779837;1000;1000;0
780851;1000;1000;0
781865;1000;1000;0
782866;1000;1000;0
783879;1000;1000;0
784878;1000;1000;0
785887;1000;1000;0
786899;1000;1000;0
787901;1000;1000;0
788913;1000;1000;0
789921;1000;1000;0
790932;1000;1000;0
791939;1000;1000;0
792950;1000;1000;0
793961;1000;1000;0
794978;1000;1000;0
795991;1000;1000;0
797003;1000;1000;0
798018;1000;1000;0
799022;1000;1000;0
800032;1000;1000;0
801032;1000;1000;0
802038;1000;1000;0
803051;1000;1000;0
804061;1000;1000;0
805069;1000;1000;0
806082;1000;1000;0
807093;1000;1000;0
808106;1000;1000;0
809107;1000;1000;0
810122;1000;1000;0
811135;1000;1000;0
812148;1000;1000;0
813161;1000;1000;0
814162;1000;1000;0
815167;1000;1000;0
816180;1000;1000;0
817188;1000;1000;0
818199;1000;1000;0
819213;1000;1000;0
820222;1000;1000;0
821228;1000;1000;0
822233;1000;1000;0
823246;1000;1000;0
824249;1000;1000;0
825252;1000;1000;0
826267;1000;1000;0
827266;1000;1000;0
828280;1000;1000;0
829294;1000;1000;0
830304;1000;1000;0
831308;1000;1000;0
832317;1000;1000;0
833324;1000;1000;0
834336;1000;1000;0
835341;1000;1000;0
836350;1000;1000;0
837356;1000;1000;0
838371;1000;1000;0
839385;1000;1000;0
840399;1000;1000;0
841414;1000;1000;0
842426;1000;1000;0
843429;1000;1000;0
844438;1000;1000;0
845439;1000;1000;0
846440;1000;1000;0
847442;1000;1000;0
848449;1000;1000;0
849462;1000;1000;0
850468;1000;1000;0
851476;1000;1000;0
852486;1000;1000;0
853497;1000;1000;0
854500;1000;1000;0
855513;1000;1000;0
856527;1000;1000;0
857529;1000;1000;0
858544;1000;1000;0
859558;1000;1000;0
860574;1000;1000;0
861575;1000;1000;0
862581;1000;1000;0
863595;1000;1000;0
864607;1000;1000;0
865618;1000;1000;0
866632;1000;1000;0
867645;1000;1000;0
868652;1000;1000;0
869661;1000;1000;0
870668;1000;1000;0
871673;1000;1000;0
872676;1000;1000;0
873682;1000;1000;0
874699;1000;1000;0
875704;1000;1000;0
876718;1000;1000;0
877723;1000;1000;0
878732;1000;1000;0
879737;1000;1000;0
880736;1000;1000;0
881747;1000;1000;0
882759;1000;1000;0
883774;1000;1000;0
884778;1000;1000;0
885789;1000;1000;0
886802;1000;1000;0
887816;1000;511;0
888829;1000;487;0
889828;1000;253;0
890841;1000;126;0
891856;1000;112;0
892864;1000;205;0
893868;1000;498;0
894881;1000;144;0
895893;1000;438;0
896905;1000;181;0
897919;1000;467;0
898930;1000;125;0
899938;1000;319;0
900952;1000;253;0
901952;1000;189;0
902965;1000;408;0
903980;1000;223;0
904979;1000;152;0
905989;1000;95;0
907002;1000;292;0
908015;1000;132;0
909016;1000;187;0
910031;1000;61;0
911043;1000;100;0
912055;1000;260;0
913067;1000;145;0
914080;1000;194;0
915089;1000;112;0
916090;1000;128;0
917102;1000;216;0
918113;1000;355;0
919124;1000;386;0
920139;1000;317;0
921147;1000;73;0
922155;1000;178;0
923168;1000;115;0
924179;1000;407;0
925191;1000;338;0
926206;1000;286;0
927208;1000;471;0
928211;1000;349;0
929225;1000;247;0
930236;1000;133;0
931248;1000;779;0
932249;1000;101;0
933257;1000;276;0
934271;1000;346;0
935284;1000;168;0
936298;1000;614;0
937310;1000;123;0
938312;1000;75;0
939320;1000;485;0
940335;1000;326;0
941346;1000;263;0
942357;1000;297;0
943358;1000;173;0
944363;1000;422;0
945373;1000;223;0
946378;1000;190;0
947389;1000;387;0
948402;1000;187;0
949415;1000;243;0
950418;1000;407;0
951423;1000;157;0
952439;1000;256;0
953444;1000;271;0
954459;1000;62;0
955471;1000;225;0
956483;1000;324;0
957498;1000;177;0
958510;1000;264;0
959519;1000;151;0
960531;1000;122;0
961541;1000;186;0
962553;1000;155;0
963565;1000;219;0
964574;1000;156;0
965586;1000;61;0
966596;1000;96;0
967611;1000;152;0
968624;1000;448;0
969631;1000;132;0
970636;1000;338;0
971649;1000;158;0
972650;1000;340;0
973662;1000;104;0
974666;1000;324;0
975675;1000;137;0
976681;1000;312;0
977685;1000;248;0
978700;1000;145;0
979704;1000;442;0
980715;1000;319;0
981723;1000;98;0
982736;1000;264;0
983752;1000;346;0
984765;1000;331;0
985780;1000;447;0
986793;1000;428;0
987793;1000;308;0
988797;1000;74;0
989810;1000;173;0
990824;1000;173;0
991825;1000;198;0
992838;1000;87;0
993839;1000;441;0
994853;1000;229;0
995866;1000;110;0
996871;1000;272;0
997873;1000;275;0
998884;1000;422;0
999887;1000;233;0
1000899;1000;143;0
1001911;1000;422;0
1002926;1000;324;0
1003939;1000;138;0
1004940;1000;92;0
1005940;1000;524;0
1006940;1000;101;0
1007954;1000;184;0
1008966;1000;439;0
1009980;1000;152;0
1010980;1000;301;0
1011996;1000;190;0
1013009;1000;436;0
1014022;1000;391;0
1015038;1000;82;0
1016036;1000;140;0
1017050;1000;265;0
1018052;1000;312;0
1019062;1000;162;0
1020073;1000;289;0
1021074;1000;270;0
1022087;1000;308;0
1023100;1000;174;0
1024114;1000;313;0
1025127;1000;142;0
1026141;1000;142;0
1027155;1000;193;0
1028170;1000;127;0
1029183;1000;291;0
1030195;1000;111;0
1031209;1000;448;0
1032211;1000;233;0
1033221;1000;464;0
1034233;1000;411;0
1035244;1000;694;0
1036255;1000;185;0
1037266;1000;417;0
1038280;1000;189;0
1039294;1000;264;0
1040308;1000;144;0
1041321;1000;338;0
1042324;1000;275;0
1043325;1000;79;0
1044334;1000;418;0
1045350;1000;359;0
1046363;1000;193;0
1047375;1000;187;0
1048390;1000;416;0
1049404;1000;456;0
1050404;1000;672;0
1051413;1000;1000;0
1052415;1000;1000;0
1053427;1000;1000;0
1054430;1000;1000;0
1055442;1000;1000;0
1056453;1000;1000;0
1057464;1000;1000;0
1058478;1000;1000;0
1059490;1000;1000;0
1060491;1000;1000;0
1061503;1000;1000;0
1062517;1000;1000;0
1063528;1000;1000;0
1064530;1000;1000;0
1065533;1000;1000;0
1066548;1000;1000;0
1067563;1000;1000;0
1068574;1000;1000;0
1069575;1000;1000;0
1070586;1000;1000;0
1071600;1000;1000;0
1072601;1000;1000;0
1073614;1000;1000;0
1074628;1000;1000;0
1075640;1000;1000;0
1076654;1000;1000;0
1077665;1000;1000;0
1078679;1000;1000;0
1079695;1000;1000;0
1080708;1000;1000;0
1081723;1000;1000;0
1082739;1000;1000;0
1083747;1000;1000;0
1084761;1000;1000;0
1085773;1000;1000;0
1086782;1000;1000;0
1087794;1000;1000;0
1088808;1000;1000;0
1089809;1000;1000;0
1090811;1000;1000;0
1091824;1000;1000;0
1092825;1000;1000;0
1093840;1000;1000;0
1094848;1000;1000;0
1095862;1000;1000;0
1096875;1000;1000;0
1097888;1000;1000;0
1098901;1000;1000;0
1099915;1000;1000;0
1100922;1000;1000;0
1101922;1000;1000;0
1102935;1000;1000;0
1103936;1000;1000;0
1104948;1000;1000;0
1105962;1000;1000;0
1106978;1000;1000;0
1107990;1000;1000;0
1108994;1000;1000;0
1109998;1000;1000;0
1111011;1000;1000;0
1112017;1000;1000;0
1113016;1000;1000;0
1114031;1000;1000;0
1115041;1000;1000;0
1116055;1000;1000;0
1117066;1000;1000;0
1118067;1000;1000;0
1119079;1000;1000;0
1120092;1000;1000;0
1121107;1000;1000;0
1122119;1000;1000;0
1123132;1000;1000;0
1124142;1000;1000;0
1125146;1000;1000;0
1126162;1000;1000;0
1127175;1000;1000;0
1128185;1000;1000;0
1129198;1000;1000;0
1130211;1000;1000;0
1131224;1000;1000;0
1132229;1000;1000;0
1133244;1000;1000;0
1134256;1000;1000;0
1135271;1000;1000;0
1136284;1000;1000;0
1137287;1000;1000;0
1138286;1000;1000;0
1139286;1000;1000;0
1140301;1000;1000;0
1141303;1000;1000;0
1142310;1000;1000;0
1143318;1000;1000;0
1144326;1000;1000;0
1145332;1000;1000;0
1146338;1000;1000;0
1147341;1000;1000;0
1148341;1000;1000;0
1149347;1000;1000;0
1150352;1000;1000;0
1151364;1000;1000;0
1152365;1000;1000;0
1153376;1000;1000;0
1154378;1000;1000;0
1155380;1000;1000;0
1156379;1000;1000;0
1157383;1000;1000;0
1158397;1000;1000;0
1159401;1000;1000;0
1160406;1000;1000;0
1161409;1000;1000;0
1162413;1000;1000;0
1163417;1000;1000;0
1164418;1000;1000;0
1165417;1000;1000;0
1166431;1000;1000;0
1167446;1000;1000;0
1168450;1000;1000;0
1169450;1000;1000;0
1170455;1000;1000;0
1171467;1000;1000;0
1172467;1000;1000;0
1173482;1000;1000;0
1174487;1000;1000;0
1175490;1000;1000;0
1176505;1000;1000;0
1177509;1000;1000;0
1178511;1000;1000;0
1179512;1000;1000;0
1180512;1000;1000;0
1181524;1000;1000;0
1182532;1000;1000;0
1183545;1000;1000;0
1184562;1000;1000;0
1185573;1000;1000;0
1186578;1000;1000;0
1187584;1000;1000;0
1188587;1000;1000;0
1189590;1000;1000;0
1190590;1000;1000;0
1191591;1000;1000;0
1192595;1000;1000;0
1193599;1000;1000;0
1194603;1000;1000;0
1195608;1000;1000;0
1196609;1000;1000;0
1197610;1000;1000;0
1198615;1000;1000;0
1199622;1000;1000;0
1200625;1000;1000;0
1201625;1000;1000;0
1202630;1000;1000;0
1203633;1000;1000;0
1204632;1000;1000;0
1205647;1000;1000;0
1206661;1000;1000;0
1207662;1000;1000;0
1208669;1000;1000;0
1209672;1000;1000;0
1210688;1000;1000;0
1211692;1000;1000;0
1212701;1000;1000;0
1213711;1000;1000;0
1214723;1000;1000;0
1215725;1000;1000;0
1216736;1000;1000;0
1217749;1000;1000;0
1218764;1000;1000;0
1219774;1000;1000;0
1220779;1000;1000;0
1221789;1000;1000;0
1222793;1000;1000;0
1223802;1000;1000;0
1224806;1000;1000;0
1225816;1000;1000;0
1226816;1000;1000;0
1227820;1000;1000;0
1228824;1000;1000;0
1229836;1000;1000;0
1230847;1000;1000;0
1231851;1000;1000;0
1232860;1000;1000;0
1233861;1000;1000;0
1234873;1000;1000;0
1235885;1000;1000;0
1236898;1000;1000;0
1237913;1000;1000;0
1238929;1000;1000;0
1239941;1000;1000;0
1240950;1000;1000;0
1241951;1000;1000;0
1242964;1000;1000;0
1243978;1000;1000;0
1244984;1000;1000;0
1245987;1000;1000;0
1247001;1000;1000;0
1248015;1000;1000;0
1249026;1000;1000;0
1250040;1000;1000;0
1251053;1000;1000;0
1252066;1000;1000;0
1253068;1000;1000;0
1254082;1000;1000;0
1255094;1000;1000;0
1256108;1000;1000;0
1257119;1000;1000;0
1258122;1000;1000;0
1259132;1000;1000;0
1260148;1000;1000;0
1261151;1000;1000;0
1262162;1000;1000;0
1263175;1000;1000;0
1264186;1000;1000;0
1265198;1000;1000;0
1266210;1000;1000;0
1267224;1000;1000;0
1268238;1000;1000;0
1269251;1000;1000;0
1270260;1000;309;0
1271273;1000;0;0
1272285;1000;0;0
1273293;1000;0;0
1274307;1000;0;0
1275317;1000;0;0
1276330;1000;0;0
