Timestamp; Requests by Dispatcher; Read by Dispatcher; Read Queue;  Remaining Q1; Remaining Q2; Remaining Q3; Remaining Q4; Remaining queue expired
9110;757;105;2;Remaining Q0;Remaining Q0;Remaining Q158;Remaining Q2300;0
9114;785;158;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2300;0
9117;694;694;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1606;0
10108;533;44;1;Remaining Q0;Remaining Q83;Remaining Q140;Remaining Q2271;0
10110;756;83;2;Remaining Q0;Remaining Q0;Remaining Q140;Remaining Q2271;0
10114;806;140;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2271;0
10117;733;733;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1538;0
11108;533;72;1;Remaining Q0;Remaining Q148;Remaining Q221;Remaining Q2581;0
11112;728;148;2;Remaining Q0;Remaining Q0;Remaining Q221;Remaining Q2581;0
11114;713;221;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2581;0
11116;559;559;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2022;0
12112;533;13;1;Remaining Q0;Remaining Q32;Remaining Q56;Remaining Q2230;0
12114;787;32;2;Remaining Q0;Remaining Q0;Remaining Q56;Remaining Q2230;0
12116;888;56;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2230;0
12118;899;899;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1331;0
13128;533;60;1;Remaining Q0;Remaining Q155;Remaining Q215;Remaining Q2322;0
13130;740;155;2;Remaining Q0;Remaining Q0;Remaining Q215;Remaining Q2322;0
13132;718;215;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2322;0
13134;570;570;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1752;0
14130;533;32;1;Remaining Q0;Remaining Q65;Remaining Q82;Remaining Q2178;0
14133;768;65;2;Remaining Q0;Remaining Q0;Remaining Q82;Remaining Q2178;0
14135;836;199;3;Remaining Q42;Remaining Q63;Remaining Q0;Remaining Q2747;0
14137;704;704;4;Remaining Q42;Remaining Q63;Remaining Q0;Remaining Q2043;0
15144;533;87;1;Remaining Q0;Remaining Q150;Remaining Q127;Remaining Q2622;0
15146;713;150;2;Remaining Q0;Remaining Q0;Remaining Q127;Remaining Q2622;0
15148;696;127;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2622;0
15150;636;636;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1986;0
16157;533;19;1;Remaining Q0;Remaining Q30;Remaining Q33;Remaining Q2216;0
16160;781;130;2;Remaining Q54;Remaining Q0;Remaining Q177;Remaining Q2918;0
16162;784;177;3;Remaining Q54;Remaining Q0;Remaining Q0;Remaining Q2918;0
16164;674;674;4;Remaining Q54;Remaining Q0;Remaining Q0;Remaining Q2244;0
17168;533;102;1;Remaining Q0;Remaining Q90;Remaining Q150;Remaining Q2956;0
17172;698;184;2;Remaining Q62;Remaining Q0;Remaining Q309;Remaining Q3641;0
17174;647;309;3;Remaining Q62;Remaining Q0;Remaining Q0;Remaining Q3641;0
17175;405;405;4;Remaining Q62;Remaining Q0;Remaining Q0;Remaining Q3236;0
18181;533;116;1;Remaining Q0;Remaining Q97;Remaining Q144;Remaining Q3941;0
18184;684;97;2;Remaining Q0;Remaining Q0;Remaining Q144;Remaining Q3941;0
18186;720;146;3;Remaining Q1;Remaining Q1;Remaining Q0;Remaining Q3949;0
18188;641;641;4;Remaining Q1;Remaining Q1;Remaining Q0;Remaining Q3308;0
19180;533;38;1;Remaining Q0;Remaining Q72;Remaining Q126;Remaining Q3841;0
19183;762;72;2;Remaining Q0;Remaining Q0;Remaining Q126;Remaining Q3841;0
19185;823;126;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3841;0
19187;764;764;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3077;0
20184;533;29;1;Remaining Q0;Remaining Q76;Remaining Q91;Remaining Q3601;0
20186;771;76;2;Remaining Q0;Remaining Q0;Remaining Q91;Remaining Q3601;0
20188;828;91;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3601;0
20189;804;804;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2797;0
21199;533;106;1;Remaining Q0;Remaining Q189;Remaining Q279;Remaining Q4223;0
21201;694;189;2;Remaining Q0;Remaining Q0;Remaining Q279;Remaining Q4223;0
21206;638;423;3;Remaining Q45;Remaining Q97;Remaining Q0;Remaining Q4937;0
21208;282;282;4;Remaining Q45;Remaining Q97;Remaining Q0;Remaining Q4655;0
22209;533;77;1;Remaining Q0;Remaining Q154;Remaining Q100;Remaining Q5153;0
22211;723;154;2;Remaining Q0;Remaining Q0;Remaining Q100;Remaining Q5153;0
22212;702;100;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5153;0
22215;669;669;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q4484;0
23219;533;54;1;Remaining Q0;Remaining Q101;Remaining Q129;Remaining Q5200;0
23221;746;117;2;Remaining Q8;Remaining Q0;Remaining Q149;Remaining Q5334;0
23223;762;149;3;Remaining Q8;Remaining Q0;Remaining Q0;Remaining Q5334;0
23225;680;680;4;Remaining Q8;Remaining Q0;Remaining Q0;Remaining Q4654;0
24231;533;72;1;Remaining Q0;Remaining Q105;Remaining Q149;Remaining Q5336;0
24234;728;105;2;Remaining Q0;Remaining Q0;Remaining Q149;Remaining Q5336;0
24236;756;308;3;Remaining Q54;Remaining Q101;Remaining Q0;Remaining Q6022;0
24239;515;515;4;Remaining Q54;Remaining Q101;Remaining Q0;Remaining Q5507;0
25232;533;94;1;Remaining Q0;Remaining Q196;Remaining Q166;Remaining Q6206;0
25236;706;196;2;Remaining Q0;Remaining Q0;Remaining Q166;Remaining Q6206;0
25239;643;166;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6206;0
25242;544;544;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5662;0
26238;533;71;1;Remaining Q0;Remaining Q125;Remaining Q174;Remaining Q6471;0
26240;729;125;2;Remaining Q0;Remaining Q0;Remaining Q174;Remaining Q6471;0
26243;737;174;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6471;0
26245;630;630;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5841;0
27246;533;37;1;Remaining Q0;Remaining Q71;Remaining Q96;Remaining Q6277;0
27249;763;71;2;Remaining Q0;Remaining Q0;Remaining Q96;Remaining Q6277;0
27251;825;96;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6277;0
27254;796;796;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5481;0
28246;533;68;1;Remaining Q0;Remaining Q157;Remaining Q185;Remaining Q6428;0
28249;732;157;2;Remaining Q0;Remaining Q0;Remaining Q185;Remaining Q6428;0
28251;708;185;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6428;0
28254;590;590;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5838;0
29255;533;77;1;Remaining Q0;Remaining Q149;Remaining Q213;Remaining Q6844;0
29258;723;149;2;Remaining Q0;Remaining Q0;Remaining Q213;Remaining Q6844;0
29263;707;213;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6844;0
29266;561;561;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6283;0
30261;533;51;1;Remaining Q0;Remaining Q108;Remaining Q145;Remaining Q6979;0
30263;749;108;2;Remaining Q0;Remaining Q0;Remaining Q145;Remaining Q6979;0
30266;774;145;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6979;0
30269;696;696;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6283;0
31274;533;41;1;Remaining Q0;Remaining Q81;Remaining Q111;Remaining Q6849;0
31278;759;81;2;Remaining Q0;Remaining Q0;Remaining Q111;Remaining Q6849;0
31279;811;111;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6849;0
31281;767;767;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6082;0
32276;533;58;1;Remaining Q0;Remaining Q119;Remaining Q183;Remaining Q6933;0
32279;742;119;2;Remaining Q0;Remaining Q0;Remaining Q183;Remaining Q6933;0
32281;756;183;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6933;0
32283;640;640;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6293;0
33284;533;11;1;Remaining Q0;Remaining Q40;Remaining Q56;Remaining Q6542;0
33287;789;40;2;Remaining Q0;Remaining Q0;Remaining Q56;Remaining Q6542;0
33288;882;56;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6542;0
33290;893;893;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5649;0
34290;533;35;1;Remaining Q0;Remaining Q66;Remaining Q102;Remaining Q6104;0
34293;765;66;2;Remaining Q0;Remaining Q0;Remaining Q102;Remaining Q6104;0
34295;832;102;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6104;0
34297;797;797;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5307;0
35295;533;72;1;Remaining Q0;Remaining Q128;Remaining Q213;Remaining Q6301;0
35297;728;128;2;Remaining Q0;Remaining Q0;Remaining Q213;Remaining Q6301;0
35299;733;213;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6301;0
35302;587;587;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5714;0
36303;533;97;1;Remaining Q0;Remaining Q186;Remaining Q247;Remaining Q7059;0
36305;703;186;2;Remaining Q0;Remaining Q0;Remaining Q247;Remaining Q7059;0
36306;650;247;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7059;0
36308;470;470;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6589;0
37309;533;71;1;Remaining Q0;Remaining Q126;Remaining Q186;Remaining Q7467;0
37312;729;126;2;Remaining Q0;Remaining Q0;Remaining Q186;Remaining Q7467;0
37315;736;186;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7467;0
37318;617;617;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6850;0
38321;533;82;1;Remaining Q0;Remaining Q129;Remaining Q195;Remaining Q7883;0
38323;718;129;2;Remaining Q0;Remaining Q0;Remaining Q195;Remaining Q7883;0
38325;722;195;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7883;0
38327;594;594;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7289;0
39326;533;69;1;Remaining Q0;Remaining Q151;Remaining Q238;Remaining Q8388;0
39329;731;151;2;Remaining Q0;Remaining Q0;Remaining Q238;Remaining Q8388;0
39331;713;238;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8388;0
39334;542;542;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7846;0
40335;533;35;1;Remaining Q0;Remaining Q68;Remaining Q98;Remaining Q8360;0
40337;765;68;2;Remaining Q0;Remaining Q0;Remaining Q98;Remaining Q8360;0
40339;830;98;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8360;0
40341;799;799;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7561;0
41345;533;16;1;Remaining Q0;Remaining Q52;Remaining Q69;Remaining Q7878;0
41347;784;52;2;Remaining Q0;Remaining Q0;Remaining Q69;Remaining Q7878;0
41349;865;69;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7878;0
41351;863;863;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7015;0
42353;533;76;1;Remaining Q0;Remaining Q125;Remaining Q221;Remaining Q7955;0
42354;724;125;2;Remaining Q0;Remaining Q0;Remaining Q221;Remaining Q7955;0
42356;732;221;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7955;0
42358;578;578;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7377;0
43361;533;85;1;Remaining Q0;Remaining Q161;Remaining Q272;Remaining Q8692;0
43364;715;161;2;Remaining Q0;Remaining Q0;Remaining Q272;Remaining Q8692;0
43366;687;272;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8692;0
43369;482;482;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8210;0
44377;533;46;1;Remaining Q0;Remaining Q91;Remaining Q124;Remaining Q8807;0
44379;754;91;2;Remaining Q0;Remaining Q0;Remaining Q124;Remaining Q8807;0
44382;796;124;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8807;0
44384;739;739;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8068;0
45392;533;37;1;Remaining Q0;Remaining Q108;Remaining Q141;Remaining Q8730;0
45393;763;108;2;Remaining Q0;Remaining Q0;Remaining Q141;Remaining Q8730;0
45395;788;141;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8730;0
45397;714;714;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8016;0
46402;533;18;1;Remaining Q0;Remaining Q32;Remaining Q45;Remaining Q8255;0
46403;782;32;2;Remaining Q0;Remaining Q0;Remaining Q45;Remaining Q8255;0
46404;883;45;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8255;0
46405;905;905;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7350;0
47402;533;91;1;Remaining Q0;Remaining Q173;Remaining Q277;Remaining Q8603;0
47404;709;173;2;Remaining Q0;Remaining Q0;Remaining Q277;Remaining Q8603;0
47405;669;277;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8603;0
47407;459;459;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8144;0
48415;533;92;1;Remaining Q0;Remaining Q197;Remaining Q292;Remaining Q9563;0
48417;708;197;2;Remaining Q0;Remaining Q0;Remaining Q292;Remaining Q9563;0
48419;644;292;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9563;0
48421;419;419;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9144;0
49426;533;92;1;Remaining Q0;Remaining Q167;Remaining Q248;Remaining Q10384;0
49427;708;167;2;Remaining Q0;Remaining Q0;Remaining Q248;Remaining Q10384;0
49429;674;248;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10384;0
49431;493;493;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9891;0
50439;533;111;1;Remaining Q0;Remaining Q199;Remaining Q306;Remaining Q11275;0
50441;689;199;2;Remaining Q0;Remaining Q0;Remaining Q306;Remaining Q11275;0
50443;623;306;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11275;0
50444;384;384;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10891;0
51440;533;35;1;Remaining Q0;Remaining Q85;Remaining Q151;Remaining Q11538;0
51441;765;85;2;Remaining Q0;Remaining Q0;Remaining Q151;Remaining Q11538;0
51443;813;151;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11538;0
51445;729;729;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10809;0
52445;533;37;1;Remaining Q0;Remaining Q79;Remaining Q127;Remaining Q11427;0
52447;763;79;2;Remaining Q0;Remaining Q0;Remaining Q127;Remaining Q11427;0
52450;757;757;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10670;0
52448;817;127;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11427;0
53456;533;97;1;Remaining Q0;Remaining Q236;Remaining Q317;Remaining Q12020;0
53458;703;236;2;Remaining Q0;Remaining Q0;Remaining Q317;Remaining Q12020;0
53459;600;317;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12020;0
53462;350;350;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11670;0
54470;533;86;1;Remaining Q0;Remaining Q172;Remaining Q251;Remaining Q12823;0
54473;714;172;2;Remaining Q0;Remaining Q0;Remaining Q251;Remaining Q12823;0
54475;675;251;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12823;0
54477;491;491;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12332;0
55474;533;75;1;Remaining Q0;Remaining Q156;Remaining Q228;Remaining Q13428;0
55477;725;156;2;Remaining Q0;Remaining Q0;Remaining Q228;Remaining Q13428;0
55480;702;228;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13428;0
55483;541;541;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12887;0
56488;533;50;1;Remaining Q0;Remaining Q98;Remaining Q131;Remaining Q13608;0
56490;750;98;2;Remaining Q0;Remaining Q0;Remaining Q131;Remaining Q13608;0
56491;785;131;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13608;0
56492;721;721;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12887;0
57490;533;63;1;Remaining Q0;Remaining Q129;Remaining Q183;Remaining Q13787;0
57493;737;129;2;Remaining Q0;Remaining Q0;Remaining Q183;Remaining Q13787;0
57494;741;183;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13787;0
57496;625;625;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13162;0
58496;533;34;1;Remaining Q0;Remaining Q65;Remaining Q103;Remaining Q13648;0
58500;766;65;2;Remaining Q0;Remaining Q0;Remaining Q103;Remaining Q13648;0
58501;834;103;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13648;0
58502;798;798;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12850;0
59502;533;84;1;Remaining Q0;Remaining Q198;Remaining Q285;Remaining Q14157;0
59504;716;198;2;Remaining Q0;Remaining Q0;Remaining Q285;Remaining Q14157;0
59505;651;285;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14157;0
59507;433;433;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13724;0
60505;533;72;1;Remaining Q0;Remaining Q161;Remaining Q229;Remaining Q14811;0
60506;728;161;2;Remaining Q0;Remaining Q0;Remaining Q229;Remaining Q14811;0
60509;700;229;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14811;0
60511;538;538;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14273;0
61516;533;37;1;Remaining Q0;Remaining Q96;Remaining Q105;Remaining Q14845;0
61519;763;96;2;Remaining Q0;Remaining Q0;Remaining Q105;Remaining Q14845;0
61521;800;105;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14845;0
61523;762;762;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14083;0
62527;533;75;1;Remaining Q0;Remaining Q119;Remaining Q202;Remaining Q15029;0
62530;725;119;2;Remaining Q0;Remaining Q0;Remaining Q202;Remaining Q15029;0
62532;739;202;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15029;0
62534;604;604;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14425;0
63539;533;52;1;Remaining Q0;Remaining Q77;Remaining Q135;Remaining Q15067;0
63542;748;77;2;Remaining Q0;Remaining Q0;Remaining Q135;Remaining Q15067;0
63546;804;135;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15067;0
63551;736;736;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14331;0
64549;533;70;1;Remaining Q0;Remaining Q160;Remaining Q239;Remaining Q15327;0
64551;730;160;2;Remaining Q0;Remaining Q0;Remaining Q239;Remaining Q15327;0
64552;703;239;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15327;0
64554;531;531;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14796;0
65554;533;102;1;Remaining Q0;Remaining Q192;Remaining Q317;Remaining Q16185;0
65557;698;192;2;Remaining Q0;Remaining Q0;Remaining Q317;Remaining Q16185;0
65558;639;317;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16185;0
65559;389;389;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15796;0
66562;533;93;1;Remaining Q0;Remaining Q186;Remaining Q253;Remaining Q16938;0
66565;707;186;2;Remaining Q0;Remaining Q0;Remaining Q253;Remaining Q16938;0
66567;654;253;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16938;0
66569;468;468;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16470;0
67567;533;53;1;Remaining Q0;Remaining Q137;Remaining Q220;Remaining Q17470;0
67571;747;137;2;Remaining Q0;Remaining Q0;Remaining Q220;Remaining Q17470;0
67573;743;220;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17470;0
67575;590;590;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16880;0
68570;533;94;1;Remaining Q0;Remaining Q199;Remaining Q269;Remaining Q18192;0
68571;706;199;2;Remaining Q0;Remaining Q0;Remaining Q269;Remaining Q18192;0
68573;640;269;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18192;0
68575;438;438;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17754;0
69587;533;73;1;Remaining Q0;Remaining Q151;Remaining Q245;Remaining Q18359;411
69590;727;151;2;Remaining Q0;Remaining Q0;Remaining Q245;Remaining Q18359;411
69592;709;245;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18359;411
69594;531;531;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17828;411
70583;533;53;1;Remaining Q0;Remaining Q102;Remaining Q151;Remaining Q18479;411
70584;747;102;2;Remaining Q0;Remaining Q0;Remaining Q151;Remaining Q18479;411
70587;778;151;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18479;411
70589;694;694;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17785;411
71595;533;64;1;Remaining Q0;Remaining Q115;Remaining Q180;Remaining Q18625;430
71597;736;115;2;Remaining Q0;Remaining Q0;Remaining Q180;Remaining Q18625;430
71599;754;180;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18625;430
71601;641;641;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17984;430
72630;533;66;1;Remaining Q0;Remaining Q150;Remaining Q223;Remaining Q18545;957
72632;734;150;2;Remaining Q0;Remaining Q0;Remaining Q223;Remaining Q18545;957
72634;717;223;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18545;957
72636;561;561;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17984;957
73639;533;27;1;Remaining Q0;Remaining Q64;Remaining Q115;Remaining Q17701;1731
73641;773;64;2;Remaining Q0;Remaining Q0;Remaining Q115;Remaining Q17701;1731
73643;842;115;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17701;1731
73645;794;794;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16907;1731
74622;533;81;1;Remaining Q0;Remaining Q151;Remaining Q231;Remaining Q17915;1731
74624;719;151;2;Remaining Q0;Remaining Q0;Remaining Q231;Remaining Q17915;1731
74627;701;231;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17915;1731
74628;537;537;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17378;1731
75634;533;113;1;Remaining Q0;Remaining Q195;Remaining Q301;Remaining Q18769;1731
75637;687;195;2;Remaining Q0;Remaining Q0;Remaining Q301;Remaining Q18769;1731
75638;625;301;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18769;1731
75640;391;391;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18378;1731
76660;700;221;2;Remaining Q0;Remaining Q0;Remaining Q284;Remaining Q19489;2015
76658;533;100;1;Remaining Q0;Remaining Q221;Remaining Q284;Remaining Q19489;2015
76662;612;284;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q19489;2015
76663;395;395;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q19094;2015
77695;533;93;1;Remaining Q0;Remaining Q190;Remaining Q287;Remaining Q19722;2817
77697;707;190;2;Remaining Q0;Remaining Q0;Remaining Q287;Remaining Q19722;2817
77699;650;287;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q19722;2817
77702;430;430;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q19292;2817
78669;533;63;1;Remaining Q0;Remaining Q131;Remaining Q203;Remaining Q20133;2817
78671;737;131;2;Remaining Q0;Remaining Q0;Remaining Q203;Remaining Q20133;2817
78673;739;203;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q20133;2817
78675;603;603;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q19530;2817
79679;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18863;3484
79683;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18863;3484
